id,timing_type,time_of_day,food_bev_density,food_bev_pop_score,access_density,access_pop_score,lodging_density,lodging_pop_score,average_income_zip,population_zip,median_age_zip,event_type,target_audience,event_mood_energy,freebies_included,is_weekend,price
d168f593,Single-Day,Afternoon,70.0,4.33160465450366,45.0,3.87722908093278,40.0,4.440836151245,61959.0,25554,32.0,Music,Adults / Professionals (25 to 45),High-Energy,No,1,65.87
718779dd,Single-Day,Evening,70.0,4.33160465450366,45.0,3.87722908093278,40.0,4.440836151245,61959.0,25554,32.0,Music,Adults / Professionals (25 to 45),High-Energy,No,1,65.87
74377571,Multi-Day,Night,67.0,4.52104022395757,41.0,4.36190476190476,40.0,4.59254719062175,97583.0,37713,36.5,Sports & Fitness,Families with Children,Relaxed,No,0,255.0
93559b6b,Multi-Day,Evening,28.0,4.26271679805943,28.0,3.38695652173913,40.0,4.7979020979021,142596.0,17081,36.4,Business,Adults / Professionals (25 to 45),Professional,No,0,48.46
715baf87,Single-Day,Evening,7.0,4.52735346358792,23.0,4.33478260869565,40.0,4.59327548806941,136854.0,24481,39.2,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,0,95.48
e2f9f9ed,Single-Day,Evening,40.0,4.23625259276331,40.0,3.55714285714286,40.0,4.11584875301689,156536.0,11891,36.7,Science & Tech,Adults / Professionals (25 to 45),Professional,No,0,100.0
a8f5451e,Single-Day,Evening,79.0,4.25492258598274,43.0,3.84887005649718,40.0,3.93635489630545,55321.0,38400,36.8,Performing & Visual Arts,Adults / Professionals (25 to 45),Spiritual,No,0,10.0
6a13ee4b,Single-Day,Evening,70.0,4.30446728187919,41.0,3.88510638297872,40.0,4.33894985414641,46513.0,47142,34.2,Community,Young Adults (18 to 30),Relaxed,No,0,22.94
a4b77106,Single-Day,Evening,51.0,4.39698019545995,29.0,4.1197628458498,41.0,4.62427259996888,89926.0,42536,38.5,Music,unknown,Spiritual,No,1,39.17
99c4afe5,Single-Day,Evening,59.0,4.20929468021518,42.0,3.85394736842105,40.0,4.34693184089546,125995.0,2653,59.7,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,0,20.0
6b85edf7,Single-Day,Afternoon,33.0,4.22881667688535,30.0,4.08891509433962,40.0,3.74712643678161,65972.0,59410,38.8,Charity & Causes,Adults / Professionals (25 to 45),Formal,No,1,81.88
8bf50233,Multi-Day,Night,65.0,3.93478949034505,48.0,4.10249433106576,40.0,3.69128392484342,56529.0,34649,36.7,Health,Adults / Professionals (25 to 45),Educational,No,1,854.43
d0d5bd05,Single-Day,Evening,3.0,3.52439024390244,9.0,4.23333333333333,40.0,4.68692869030854,86826.0,45764,38.1,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,0,10.38
75915821,Single-Day,Evening,69.0,4.33953695458593,50.0,3.91269565217391,40.0,4.24211076280042,57102.0,27979,34.5,Performing & Visual Arts,Adults / Professionals (25 to 45),Professional,No,0,7.18
f9f2a786,Single-Day,Afternoon,80.0,4.40593294588359,40.0,3.82990654205607,40.0,4.10039676241866,126812.0,35247,38.3,Food & Drink,unknown,Relaxed,Yes,0,28.0
fd003664,Single-Day,Night,40.0,4.23625259276331,40.0,3.55714285714286,40.0,4.11584875301689,156536.0,11891,36.7,Family & Education,Families with Children,Educational,Yes,0,482.02
e04248b6,Single-Day,Evening,63.0,4.43902855921943,43.0,4.24284221525601,41.0,4.39146357528652,106133.0,20045,44.0,Hobbies,unknown,Relaxed,No,0,81.88
24ac91bd,Single-Day,Afternoon,73.0,4.37454959877603,48.0,4.10227272727273,40.0,4.14203243243243,89892.0,7480,39.8,unknown,unknown,unknown,No,0,135.23
09d1cc2b,Single-Day,Afternoon,62.0,4.32063963963964,28.0,3.56,40.0,4.41212121212121,104205.0,31787,40.1,Performing & Visual Arts,Young Adults (18 to 30),Relaxed,Yes,1,44.52
dec8b0e4,Single-Day,Afternoon,49.0,4.46033923387785,43.0,4.38524062144752,40.0,4.04184232834134,125692.0,41123,36.2,unknown,unknown,unknown,No,1,116.02
a7fb392c,Single-Day,Afternoon,49.0,4.3918274834866,28.0,3.66962962962963,40.0,4.45496402877698,111938.0,28321,40.4,Food & Drink,Adults / Professionals (25 to 45),Educational,Yes,1,71.21
78e17bca,Single-Day,Evening,73.0,4.27951269579187,50.0,3.84594813614263,40.0,4.10928277923048,57258.0,30982,36.5,Performing & Visual Arts,Adults / Professionals (25 to 45),Formal,No,0,27.37
670df096,Single-Day,Night,3.0,3.52439024390244,9.0,4.23333333333333,40.0,4.68692869030854,86826.0,45764,38.1,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,Yes,0,10.38
5c05611e,Single-Day,Night,3.0,3.52439024390244,9.0,4.23333333333333,40.0,4.68692869030854,86826.0,45764,38.1,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,Yes,1,10.38
c10fc6a6,Single-Day,Evening,70.0,4.44030135418653,43.0,3.11875,40.0,4.26942535056365,111610.0,25656,39.6,Music,unknown,High-Energy,No,1,12.45
c80d307a,Single-Day,Evening,73.0,4.27951269579187,50.0,3.84594813614263,40.0,4.10928277923048,57258.0,30982,36.5,Health,Adults / Professionals (25 to 45),Spiritual,No,0,25.0
7eb860e1,Single-Day,Night,3.0,3.52439024390244,9.0,4.23333333333333,40.0,4.68692869030854,86826.0,45764,38.1,Performing & Visual Arts,Young Adults (18 to 30),Relaxed,No,0,12.51
da950046,Single-Day,Evening,0.0,0.0,15.0,3.0,40.0,3.8818858560794,69640.0,59559,30.6,Fashion,Adults / Professionals (25 to 45),High-Energy,No,1,176.31
0c06cf73,Single-Day,Evening,71.0,4.37587275913196,28.0,3.8,40.0,4.4990964535803,83527.0,80296,35.6,Food & Drink,Adults / Professionals (25 to 45),Relaxed,No,0,64.8
c9854857,Single-Day,Evening,61.0,4.47159100171163,26.0,3.5628,40.0,4.4742061281337,100976.0,92235,35.4,Health,Young Adults (18 to 30),Educational,No,0,55.2
147b6154,Multi-Day,Night,20.0,3.62155486450466,37.0,3.39387755102041,40.0,4.02564102564103,72326.0,52707,37.6,Music,Young Adults (18 to 30),High-Energy,No,1,8.14
0c16e989,Single-Day,Evening,0.0,0.0,15.0,3.0,40.0,3.8818858560794,69640.0,59559,30.6,Fashion,Young Adults (18 to 30),High-Energy,No,1,54.45
ec4e830d,Single-Day,Evening,49.0,4.1492831189237,36.0,4.56953642384106,40.0,4.45693430656934,101186.0,39026,38.9,Food & Drink,Adults / Professionals (25 to 45),Relaxed,No,0,64.8
5d153367,Single-Day,Evening,0.0,0.0,15.0,3.0,40.0,3.8818858560794,69640.0,59559,30.6,Food & Drink,Adults / Professionals (25 to 45),Relaxed,No,0,64.8
fa15a8c4,Single-Day,Evening,80.0,4.42008502008502,40.0,4.18079710144927,40.0,4.40765059074182,121730.0,22540,35.4,Health,Adults / Professionals (25 to 45),Spiritual,No,0,28.16
81e9a3e8,Multi-Day,Evening,63.0,3.96878045335781,35.0,4.10545454545455,40.0,4.00317216679458,60971.0,35100,41.7,Travel & Outdoor,Young Adults (18 to 30),High-Energy,No,0,44.52
30e15813,Single-Day,Night,40.0,4.23625259276331,40.0,3.55714285714286,40.0,4.11584875301689,156536.0,11891,36.7,Family & Education,Families with Children,Educational,No,0,482.02
e9774a15,Multi-Day,Evening,80.0,4.37884395436816,41.0,4.28716487935657,40.0,4.1410184501845,77652.0,25460,45.1,Community,Adults / Professionals (25 to 45),Educational,Yes,0,695.0
86204718,Single-Day,Evening,80.0,4.54286979908242,41.0,3.7948275862069,40.0,3.98152436082972,108691.0,56333,37.4,unknown,unknown,unknown,No,0,7.18
bb436c84,Single-Day,Evening,80.0,4.15553292600136,45.0,3.97475622968581,40.0,3.29599501971363,111028.0,32400,36.8,Music,Young Adults (18 to 30),Relaxed,Yes,0,9.27
0e510d40,Single-Day,Evening,80.0,4.15553292600136,45.0,3.97475622968581,40.0,3.29599501971363,111028.0,32400,36.8,Music,Adults / Professionals (25 to 45),Relaxed,Yes,0,9.27
79db580b,Single-Day,Afternoon,80.0,4.25891787930471,41.0,3.93010858835143,40.0,4.33641601271481,152735.0,43045,35.8,Music,Young Adults (18 to 30),High-Energy,No,1,7.18
4b0e5192,Multi-Day,Night,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,unknown,unknown,No,1,27.84
4c4c33b5,Single-Day,Afternoon,80.0,4.30008411136344,54.0,3.77257525083612,40.0,3.72388245033113,109625.0,34279,34.0,Music,unknown,High-Energy,Yes,0,22.25
e7500558,Multi-Day,Afternoon,80.0,4.12795877047672,40.0,3.90229591836735,40.0,3.93031325951931,74839.0,50319,29.7,Hobbies,Young Adults (18 to 30),High-Energy,Yes,1,32.64
50bf0a67,Single-Day,Afternoon,52.0,3.76872656122615,30.0,3.98376623376623,40.0,3.11020541245517,90572.0,39250,39.8,Music,Young Adults (18 to 30),High-Energy,No,1,55.19
e7001566,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,Yes,0,33.33
ee968469,Single-Day,Evening,77.0,4.03153953674121,29.0,3.87150537634409,40.0,3.82028272894898,77600.0,91236,32.3,Community,unknown,Relaxed,Yes,0,30.44
ac68654d,Multi-Day,Night,80.0,4.17149363323729,45.0,3.9091796875,40.0,4.11013400335008,51507.0,89949,30.4,Music,Young Adults (18 to 30),High-Energy,No,1,17.85
2baf9c63,Single-Day,Afternoon,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,1,27.84
d7bd0e8c,Single-Day,Afternoon,80.0,4.19680030114813,49.0,3.82236286919831,40.0,4.25632809996796,81729.0,40198,36.3,Sports & Fitness,Young Adults (18 to 30),High-Energy,No,1,7.18
dc545823,Multi-Day,Evening,80.0,4.17120817956319,43.0,3.93132530120482,40.0,4.32755555555556,125747.0,58047,35.3,Music,Young Adults (18 to 30),High-Energy,No,0,59.08
903338a5,Single-Day,Evening,80.0,4.20952959848715,40.0,3.57213930348259,40.0,4.0240158188028,204574.0,3736,32.0,Performing & Visual Arts,Adults / Professionals (25 to 45),Formal,No,1,114.1
aac2d854,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),High-Energy,No,0,33.33
b4cda5cc,Single-Day,Evening,80.0,4.24470553617218,44.0,3.87628947368421,40.0,4.17064473875709,102287.0,30930,39.3,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,0,18.65
dbfc3785,Single-Day,Night,80.0,4.47349690953362,41.0,3.11475225225225,40.0,4.36893150684932,83344.0,58418,38.2,Music,Young Adults (18 to 30),High-Energy,No,0,4.28
6aa621cc,Multi-Day,Night,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Music,Young Adults (18 to 30),High-Energy,Yes,0,29.15
a53d1943,Single-Day,Evening,80.0,4.24470553617218,44.0,3.87628947368421,40.0,4.17064473875709,102287.0,30930,39.3,Film & Media,Adults / Professionals (25 to 45),Relaxed,Yes,0,17.85
64b554d7,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,0,29.15
04b3a8a0,Single-Day,Afternoon,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),High-Energy,No,1,20.87
8ec88adb,Single-Day,Afternoon,80.0,4.30008411136344,54.0,3.77257525083612,40.0,3.72388245033113,109625.0,34279,34.0,Music,unknown,High-Energy,Yes,0,22.25
76050d81,Single-Day,Night,80.0,4.21803239145417,40.0,3.55904936014625,40.0,3.93696761960327,206150.0,8843,45.3,Family & Education,Adults / Professionals (25 to 45),Professional,No,0,49.87
aaf10b6b,Multi-Day,Night,80.0,4.46765308932889,40.0,3.71004184100418,40.0,4.14674985490424,152863.0,53877,32.2,Music,Young Adults (18 to 30),High-Energy,No,0,21.05
60a64097,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,0,23.94
e1ef0021,Single-Day,Afternoon,70.0,4.37247197038785,41.0,3.72727272727273,40.0,4.35115525352849,110208.0,8379,34.0,unknown,unknown,unknown,unknown,1,7.18
c64ed527,Single-Day,Evening,80.0,4.46765308932889,40.0,3.71004184100418,40.0,4.14674985490424,152863.0,53877,32.2,Performing & Visual Arts,Adults / Professionals (25 to 45),Formal,No,1,24.9
1badaec1,Single-Day,Afternoon,80.0,3.9908534688375,31.0,3.70294117647059,40.0,4.06894841269841,54211.0,69131,34.0,unknown,unknown,unknown,No,1,81.88
d852068f,Single-Day,Afternoon,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Music,Young Adults (18 to 30),High-Energy,No,1,33.33
b33d5723,Single-Day,Evening,80.0,4.33058238148929,40.0,3.92413793103448,40.0,3.95071748878924,43362.0,76518,44.2,Business,Adults / Professionals (25 to 45),Professional,No,0,52.07
61d41fe6,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,0,46.67
6e47b3c3,Single-Day,Afternoon,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,1,27.84
e2152312,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,0,33.33
381b04a7,Single-Day,Evening,80.0,4.38112550763875,40.0,3.50172413793103,40.0,3.84222591976336,151468.0,65706,43.0,Film & Media,unknown,unknown,No,0,22.25
094ab1d9,Single-Day,Evening,80.0,4.43373854378819,40.0,3.47190082644628,40.0,4.45526237476441,113946.0,45087,30.2,Film & Media,Young Adults (18 to 30),Relaxed,No,0,33.85
b1e64065,Multi-Day,Night,80.0,4.20952959848715,40.0,3.57213930348259,40.0,4.0240158188028,204574.0,3736,32.0,Food & Drink,Young Adults (18 to 30),High-Energy,Yes,1,44.52
cb196c8f,Single-Day,Evening,80.0,4.46765308932889,40.0,3.71004184100418,40.0,4.14674985490424,152863.0,53877,32.2,Performing & Visual Arts,Adults / Professionals (25 to 45),Relaxed,No,0,24.9
68a4ec41,Single-Day,Evening,80.0,4.2738168849237,43.0,3.95349143610013,40.0,3.83410380622837,149118.0,8659,33.2,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,1,35.0
ea49c039,Single-Day,Afternoon,80.0,4.30008411136344,54.0,3.77257525083612,40.0,3.72388245033113,109625.0,34279,34.0,Music,unknown,High-Energy,Yes,0,22.25
8280a51b,Single-Day,Night,80.0,4.44673274240161,41.0,2.83405483405483,40.0,4.38286252354049,150288.0,32410,35.8,Travel & Outdoor,Young Adults (18 to 30),High-Energy,Yes,0,28.52
444d97ab,Single-Day,Afternoon,80.0,4.47349690953362,41.0,3.11475225225225,40.0,4.36893150684932,83344.0,58418,38.2,Community,Young Adults (18 to 30),High-Energy,Yes,1,23.18
152a7742,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,unknown,unknown,No,1,20.87
f6c37b06,Single-Day,Evening,54.0,4.45298528522475,44.0,3.68912280701754,40.0,4.60688111424308,117774.0,31984,38.9,unknown,unknown,unknown,unknown,0,6.24
cdf11da2,Single-Day,Evening,80.0,4.36068135803089,40.0,4.6162224797219,41.0,4.1291412911084,145864.0,54369,33.3,Health,Adults / Professionals (25 to 45),Professional,No,0,87.5
7e6b2c65,Single-Day,Afternoon,80.0,3.99685428024164,31.0,3.26269592476489,40.0,4.21318752010293,79599.0,28137,35.5,Food & Drink,Adults / Professionals (25 to 45),High-Energy,Yes,1,65.87
2314c2fa,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Music,Young Adults (18 to 30),High-Energy,No,0,20.87
1a812130,Single-Day,Night,80.0,4.42545490742584,45.0,4.04562211981567,41.0,4.43053526089435,126250.0,40137,34.8,Health,Adults / Professionals (25 to 45),Spiritual,No,0,220.0
a9279067,Multi-Day,Night,27.0,3.9616979655712,28.0,3.5797619047619,40.0,4.06976744186047,30163.0,26997,37.4,Food & Drink,Adults / Professionals (25 to 45),Educational,No,0,395.0
168f3979,Multi-Day,Afternoon,75.0,4.29834343645485,44.0,3.10927419354839,40.0,4.38717992782265,92238.0,51961,33.7,Music,Young Adults (18 to 30),High-Energy,No,1,64.01
425bf3f8,Multi-Day,Night,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),High-Energy,No,1,24.05
8c170cfc,Single-Day,Evening,35.0,4.37687662733367,7.0,3.80618556701031,40.0,4.52081474873625,85061.0,53116,35.1,Spirituality,Adults / Professionals (25 to 45),Spiritual,Yes,0,75.47
10c1da8c,Multi-Day,Night,24.0,4.30202370627349,36.0,3.15962732919255,40.0,4.02591562915508,61205.0,35967,44.3,Music,Young Adults (18 to 30),High-Energy,No,0,24.8
d8c0c4de,Single-Day,Evening,3.0,4.63644859813084,1.0,4.3,40.0,4.9,88329.0,44897,38.7,Food & Drink,Adults / Professionals (25 to 45),Relaxed,No,0,49.87
b34ceefd,Single-Day,Evening,80.0,4.41382927858248,39.0,3.65452322738386,40.0,4.48919619706137,152115.0,69679,39.0,Performing & Visual Arts,Adults / Professionals (25 to 45),Relaxed,No,1,32.78
5e06677a,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,unknown,unknown,Yes,1,20.87
7abe479c,Single-Day,Evening,49.0,4.45345785440613,25.0,3.31261261261261,40.0,4.68520848310568,66821.0,82749,34.1,Business,Adults / Professionals (25 to 45),Professional,Yes,0,40.0
bd53fc74,Single-Day,Evening,80.0,4.46618556701031,44.0,3.53125,40.0,4.28359009866713,105428.0,71192,30.9,Hobbies,Young Adults (18 to 30),High-Energy,Yes,0,33.85
935d8d7b,Single-Day,Night,80.0,4.46618556701031,44.0,3.53125,40.0,4.28359009866713,105428.0,71192,30.9,Performing & Visual Arts,Adults / Professionals (25 to 45),High-Energy,Yes,1,21.85
649788db,Single-Day,Night,36.0,4.36359649122807,5.0,2.3969696969697,40.0,3.76470588235294,97106.0,34292,33.5,Business,Adults / Professionals (25 to 45),Educational,Yes,1,567.5
21877696,Single-Day,Night,49.0,4.5162781327347,30.0,3.3125,40.0,4.56843313564186,120679.0,24493,38.3,Sports & Fitness,Families with Children,Relaxed,No,0,25.24
a0b9373c,Single-Day,Night,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Business,Adults / Professionals (25 to 45),Relaxed,Yes,0,81.68
46d73b86,Single-Day,Afternoon,42.0,3.93703070924782,34.0,2.67714285714286,40.0,3.94033613445378,45641.0,25847,36.0,Performing & Visual Arts,unknown,Relaxed,No,1,10.89
31b4d192,Single-Day,Evening,33.0,4.34726986849628,36.0,2.9421686746988,40.0,4.58394057857701,110303.0,29600,32.5,Music,unknown,Spiritual,No,1,35.0
202393d7,Single-Day,Night,63.0,3.96878045335781,35.0,4.10545454545455,40.0,4.00317216679458,60971.0,35100,41.7,Spirituality,Young Adults (18 to 30),Spiritual,Yes,0,30.0
7adc24c2,Multi-Day,Night,31.0,4.41517233915914,20.0,4.02247191011236,40.0,4.10207407407407,77482.0,52047,48.8,Music,Young Adults (18 to 30),High-Energy,No,1,58.06
7371855e,Single-Day,Night,80.0,4.33803093981937,47.0,3.92546419098143,40.0,4.14930371352785,86631.0,19737,37.0,Community,Adults / Professionals (25 to 45),Educational,No,0,39.19
04deb0cb,Single-Day,Evening,3.0,3.52439024390244,9.0,4.23333333333333,40.0,4.68692869030854,86826.0,45764,38.1,Performing & Visual Arts,Young Adults (18 to 30),Relaxed,Yes,0,14.53
24cb8a88,Multi-Day,Night,49.0,4.04572674418605,42.0,4.35780821917808,40.0,3.87171664266073,126916.0,66262,42.2,Business,Adults / Professionals (25 to 45),Educational,No,0,39.0
56c01a1b,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,Young Adults (18 to 30),Relaxed,No,0,23.94
fef06790,Single-Day,Afternoon,62.0,3.86796185935638,35.0,3.8301775147929,40.0,2.6,68006.0,78506,42.3,Community,Families with Children,High-Energy,Yes,1,17.85
46e3cc53,Multi-Day,Night,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Music,Young Adults (18 to 30),High-Energy,No,0,29.15
0fe8dc67,Multi-Day,Night,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Music,Young Adults (18 to 30),High-Energy,No,1,29.15
622afff3,Single-Day,Afternoon,80.0,4.41038813102548,42.0,4.26218905472637,40.0,4.43787164612038,70683.0,64203,37.2,Music,Young Adults (18 to 30),High-Energy,No,1,33.85
fcb7e8be,Single-Day,Evening,54.0,4.06212700568202,46.0,4.35731642894876,40.0,4.18121870529328,40467.0,47893,49.4,Music,Young Adults (18 to 30),High-Energy,No,1,32.78
b1783aa4,Single-Day,Afternoon,80.0,4.30008411136344,54.0,3.77257525083612,40.0,3.72388245033113,109625.0,34279,34.0,Music,unknown,High-Energy,Yes,0,22.25
9708f4fc,Single-Day,Evening,80.0,4.30834596522515,40.0,2.91931216931217,41.0,4.12168080489248,150675.0,29453,40.2,Spirituality,Adults / Professionals (25 to 45),Spiritual,No,0,212.56
e4f6b839,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,unknown,unknown,Yes,1,23.94
2f991e21,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,unknown,unknown,Yes,1,27.84
4ffd97fc,Multi-Day,Evening,80.0,4.2738168849237,43.0,3.95349143610013,40.0,3.83410380622837,149118.0,8659,33.2,Performing & Visual Arts,Teens / High School Students,unknown,No,0,23.18
76f6dbef,Single-Day,Afternoon,54.0,4.40602291646264,34.0,3.66961451247166,40.0,4.59147493524303,36989.0,38595,37.1,Community,Families with Children,Relaxed,Yes,1,28.52
c95eb50c,Single-Day,Evening,80.0,4.17120817956319,43.0,3.93132530120482,40.0,4.32755555555556,125747.0,58047,35.3,Music,Young Adults (18 to 30),High-Energy,No,0,67.78
2e540240,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,unknown,unknown,No,1,20.87
bad326dd,Single-Day,Evening,80.0,4.31587757054041,31.0,4.25706214689266,40.0,4.49346405228758,79136.0,47183,32.6,Community,unknown,unknown,Yes,0,46.67
626b15ce,Single-Day,Evening,80.0,4.20691960483734,43.0,3.98071456513235,40.0,3.97770440862303,106509.0,27004,35.7,Community,Adults / Professionals (25 to 45),Relaxed,Yes,0,139.0
9c866d23,Single-Day,Afternoon,80.0,3.9908534688375,31.0,3.70294117647059,40.0,4.06894841269841,54211.0,69131,34.0,Business,Adults / Professionals (25 to 45),Professional,No,1,30.65
fbb681a8,Single-Day,Evening,80.0,4.57347593839078,40.0,3.16744186046512,40.0,4.55233649277897,135364.0,71701,31.0,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,0,188.77
7ade2470,Single-Day,Evening,80.0,4.32822515838457,40.0,3.82660256410256,40.0,4.34768441308531,121294.0,16398,31.8,Travel & Outdoor,Adults / Professionals (25 to 45),High-Energy,Yes,0,161.9
c64df39b,Single-Day,Evening,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Music,Young Adults (18 to 30),High-Energy,No,1,15.0
2dd83de0,Single-Day,Evening,80.0,4.45749722138022,45.0,3.162,40.0,4.08553451858693,116462.0,34314,32.9,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,1,69.18
525b337d,Single-Day,Evening,80.0,4.38699343951663,44.0,3.32347826086957,40.0,4.43511300360301,106277.0,42904,32.3,Performing & Visual Arts,Adults / Professionals (25 to 45),Relaxed,Yes,0,55.09
ce3c3062,Single-Day,Evening,80.0,4.46618556701031,44.0,3.53125,40.0,4.28359009866713,105428.0,71192,30.9,Performing & Visual Arts,unknown,Relaxed,No,1,23.18
7dea549a,Single-Day,Night,80.0,4.38699343951663,44.0,3.32347826086957,40.0,4.43511300360301,106277.0,42904,32.3,"Auto, Boat & Air",unknown,High-Energy,Yes,0,141.5
403e2d4b,Single-Day,Evening,25.0,3.88294179156501,32.0,3.83357664233577,40.0,4.60387096774194,58858.0,34459,34.2,Community,unknown,High-Energy,No,1,15.0
a48dcbc0,Single-Day,Afternoon,61.0,4.42234525837592,45.0,3.60264227642276,40.0,4.49878741947707,137853.0,21444,32.0,Food & Drink,unknown,Relaxed,No,1,108.55
dcd7284a,Single-Day,Evening,80.0,4.36566610455312,44.0,3.48562197092084,40.0,4.13833298947803,138279.0,23475,32.4,Food & Drink,Adults / Professionals (25 to 45),High-Energy,No,1,33.85
eee13c78,Single-Day,Afternoon,76.0,4.49554310764735,45.0,3.01035953686776,40.0,3.93678948089303,119500.0,28797,30.9,"Auto, Boat & Air",Young Adults (18 to 30),High-Energy,No,1,36.9
68c0033e,Multi-Day,Evening,80.0,4.40593294588359,40.0,3.82990654205607,40.0,4.10039676241866,126812.0,35247,38.3,Business,unknown,Professional,Yes,0,295.22
bc6cf9a0,Single-Day,Evening,80.0,4.32800879082621,43.0,3.99594137542277,40.0,4.41500535905681,124888.0,1110,40.0,"Auto, Boat & Air",unknown,Professional,No,0,85.0
8aee45d6,Single-Day,Afternoon,75.0,4.29834343645485,44.0,3.10927419354839,40.0,4.38717992782265,92238.0,51961,33.7,Food & Drink,unknown,Relaxed,No,1,55.19
a87ceadb,Single-Day,Evening,80.0,4.32822515838457,40.0,3.82660256410256,40.0,4.34768441308531,121294.0,16398,31.8,Film & Media,Adults / Professionals (25 to 45),Educational,No,0,10.38
e5186f91,Single-Day,Evening,76.0,4.49554310764735,45.0,3.01035953686776,40.0,3.93678948089303,119500.0,28797,30.9,Travel & Outdoor,Young Adults (18 to 30),High-Energy,No,1,48.53
b861dfe6,Single-Day,Evening,76.0,4.49554310764735,45.0,3.01035953686776,40.0,3.93678948089303,119500.0,28797,30.9,Music,Young Adults (18 to 30),High-Energy,Yes,1,39.19
b9e83f87,Single-Day,Evening,61.0,4.47159100171163,26.0,3.5628,40.0,4.4742061281337,100976.0,92235,35.4,Hobbies,unknown,Relaxed,No,1,78.69
34cb465a,Single-Day,Evening,80.0,4.40593294588359,40.0,3.82990654205607,40.0,4.10039676241866,126812.0,35247,38.3,Charity & Causes,Adults / Professionals (25 to 45),High-Energy,Yes,0,76.54
7ebe4197,Single-Day,Night,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Health,Young Adults (18 to 30),Relaxed,Yes,0,39.19
334a04a1,Single-Day,Afternoon,80.0,4.32822515838457,40.0,3.82660256410256,40.0,4.34768441308531,121294.0,16398,31.8,Travel & Outdoor,Young Adults (18 to 30),High-Energy,No,1,59.47
6cd9a30f,Single-Day,Afternoon,34.0,4.07609680495947,29.0,4.50322580645161,40.0,4.22391423859263,56518.0,42780,34.7,Community,unknown,Professional,No,1,28.52
