id,title,url,local_start,utc_start,local_end,utc_end,timing_type,duration,time_of_day,day_of_week,event_season,formatted_address,zip,lat,lon,neighborhood,food_bev_density,food_bev_pop_score,access_density,access_pop_score,lodging_density,lodging_pop_score,average_income_zip,population_zip,median_age_zip,event_type,target_audience,event_mood_energy,freebies_included,uniqueness,price
513fa11b,"Dance2Fit Master Class w/ Jessica James in Chicago, IL",https://www.eventbrite.com/e/dance2fit-master-class-w-jessica-james-in-chicago-il-tickets-1349812027109,2025-07-29 23:30:00,2025-07-29 23:30:00,2025-07-30 00:30:00,2025-07-30 00:30:00,Single-Day-Ranged,60.0,Evening,1,Summer,"3121 N Rockwell St, Chicago, IL 60618, USA",60618,41.9384904,-87.692231,Avondale,61.0,4.47159100171163,26.0,3.5628,40.0,4.4742061281337,100976.0,92235,35.4,Sports & Fitness,Young Adults (18 to 30),High-Energy,No,Yes,20.52
bdad4a7e,Ohenewaa’s AfroBrunch at the Playen,https://www.eventbrite.com/e/ohenewaas-afrobrunch-at-the-playen-tickets-1296295417489,2025-07-20 18:00:00,2025-07-20 18:00:00,2025-07-20 23:00:00,2025-07-20 23:00:00,Single-Day-Ranged,300.0,Afternoon,6,Summer,"Chicago, IL 60616, USA",60616,41.8346751,-87.6052473,Douglas,20.0,3.62155486450466,37.0,3.39387755102041,40.0,4.02564102564103,72326.0,52707,37.6,"Auto, Boat & Air",Young Adults (18 to 30),High-Energy,Yes,No,39.19
d3787524,Damn Near Famous Comedy Show,https://www.eventbrite.com/e/damn-near-famous-comedy-show-tickets-1299531637109,2025-08-06 23:00:00,2025-08-06 23:00:00,2025-08-07 00:30:00,2025-08-07 00:30:00,Single-Day-Ranged,90.0,Evening,2,Summer,"2040 N Milwaukee Ave, Chicago, IL 60647, USA",60647,41.9183341,-87.6901171,Logan Square,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,Yes,23.88
67b278c0,Cyanotype Wall Hangings,https://www.eventbrite.com/e/cyanotype-wall-hangings-tickets-1329230918459,2025-07-27 17:00:00,2025-07-27 17:00:00,2025-07-27 20:00:00,2025-07-27 20:00:00,Single-Day-Ranged,180.0,Afternoon,6,Summer,"4150 N Elston Ave, Chicago, IL 60618, USA",60618,41.9561821,-87.7229944,Irving Park,61.0,4.47159100171163,26.0,3.5628,40.0,4.4742061281337,100976.0,92235,35.4,Performing & Visual Arts,Adults / Professionals (25 to 45),Educational,No,Yes,71.21
553aed64,"Yoga Beyond Poses: Creativity, Movement, and Reflection",https://www.eventbrite.com/e/yoga-beyond-poses-creativity-movement-and-reflection-tickets-1338398880079,2010-07-26 04:00:00,2010-07-26 04:00:00,2025-07-26 15:15:00,2025-07-26 15:15:00,Single-Day-Ranged,7890435.0,Night,0,Summer,"4028 W Irving Park Rd Lot B, Chicago, IL 60641, USA",60641,41.9538788,-87.7287015,Old Irving Park,50.0,4.05085461689587,26.0,2.97,40.0,4.5011214953271,79884.0,68968,37.3,Health,Adults / Professionals (25 to 45),Relaxed,No,No,30.0
71faf5ea,Fireworks  Summer Yacht Cruise (Chicago) FT: Power 92s DJ Nehpets,https://www.eventbrite.com/e/fireworks-summer-yacht-cruise-chicago-ft-power-92s-dj-nehpets-tickets-1293039729639,2025-07-26 22:45:00,2025-07-26 22:45:00,2025-07-27 03:00:00,2025-07-27 03:00:00,Single-Day-Ranged,255.0,Evening,5,Summer,"200 N Breakwater Access, Chicago, IL 60601, USA",60601,41.8879587,-87.6128952,Chicago Loop,80.0,4.32822515838457,40.0,3.82660256410256,40.0,4.34768441308531,121294.0,16398,31.8,Music,Young Adults (18 to 30),High-Energy,No,Yes,81.88
b4cdf976,The Odyssey of Homer - LIVE in Chicago,https://www.eventbrite.com/e/the-odyssey-of-homer-live-in-chicago-tickets-1267597882389,2025-07-26 22:00:00,2025-07-26 22:00:00,2025-07-26 23:30:00,2025-07-26 23:30:00,Single-Day-Ranged,90.0,Evening,5,Summer,"2040 N Milwaukee Ave, Chicago, IL 60647, USA",60647,41.9183341,-87.6901171,Logan Square,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Performing & Visual Arts,Adults / Professionals (25 to 45),Relaxed,No,Yes,23.88
da37618c,Haymarket Martyrs Monument & Radical Row Tour,https://www.eventbrite.com/e/haymarket-martyrs-monument-radical-row-tour-tickets-1058734917639,2025-02-19 05:00:00,2025-02-19 05:00:00,2025-08-02 16:00:00,2025-08-02 16:00:00,Single-Day-Ranged,236820.0,Night,1,,"863 Des Plaines Ave, Forest Park, IL 60130, USA",60130,41.8697985,-87.8197771,,13.0,3.97828995297702,22.0,3.89061224489796,40.0,3.88498014482597,78625.0,14165,42.2,Community,Adults / Professionals (25 to 45),Educational,No,No,12.51
a2eaa15b,Hustlers Comedy,https://www.eventbrite.com/e/hustlers-comedy-tickets-1281258200769,2025-08-01 23:30:00,2025-08-01 23:30:00,2025-08-02 01:30:00,2025-08-02 01:30:00,Single-Day-Ranged,120.0,Evening,4,Summer,"3716 W Fullerton Ave, Chicago, IL 60647, USA",60647,41.9247174,-87.7202393,Logan Square,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,Yes,23.18
2913a05b,Obscuro: Year 3 (The Blackening),https://www.eventbrite.com/e/obscuro-year-3-the-blackening-tickets-978381624777,2025-07-19 01:30:00,2025-07-19 01:30:00,2025-07-21 06:30:00,2025-07-21 06:30:00,Multi-Day,3180.0,Night,4,Summer,"3201 Atlanta Industrial Pkwy NW #208, Atlanta, GA 30331, USA",30331,33.7913044,-84.4954609,,7.0,4.09239742558327,5.0,3.53846153846154,40.0,3.94925373134328,60748.0,64295,37.7,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,Yes,145.9
5c9c7abd,Tropical Cocktail Fest on the Beach - Cocktail Tasting at North Ave. Beach,https://www.eventbrite.com/e/tropical-cocktail-fest-on-the-beach-cocktail-tasting-at-north-ave-beach-tickets-1228267022729,2025-09-12 22:00:00,2025-09-12 22:00:00,2025-09-13 01:00:00,2025-09-13 01:00:00,Single-Day-Ranged,180.0,Evening,4,,"1603 N Jean Baptiste Pointe du Sable Lake Shore Dr, Chicago, IL 60610, USA",60610,41.9148939,-87.6264129,Lincoln Park,80.0,4.38699343951663,44.0,3.32347826086957,40.0,4.43511300360301,106277.0,42904,32.3,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,Yes,31.26
1623cdcf,Sangria Fest on the Beach - Sangria Tasting at North Ave. Beach,https://www.eventbrite.com/e/sangria-fest-on-the-beach-sangria-tasting-at-north-ave-beach-tickets-1230473341889,2025-09-20 22:00:00,2025-09-20 22:00:00,2025-09-21 01:00:00,2025-09-21 01:00:00,Single-Day-Ranged,180.0,Evening,5,,"1603 N Jean Baptiste Pointe du Sable Lake Shore Dr, Chicago, IL 60610, USA",60610,41.9148939,-87.6264129,Lincoln Park,80.0,4.38699343951663,44.0,3.32347826086957,40.0,4.43511300360301,106277.0,42904,32.3,Food & Drink,Young Adults (18 to 30),Relaxed,Yes,No,31.26
2dcabcb0,In-person class: Authentic Dumplings from Scratch (Chicago),https://www.eventbrite.com/e/in-person-class-authentic-dumplings-from-scratch-chicago-tickets-882620229867,2025-08-30 21:00:00,2025-08-30 21:00:00,,,Single-Day-Instant,,Evening,5,Summer,"1922 W Foster Ave p 1922, Chicago, IL 60640, USA",60640,41.976243,-87.6774482,Lincoln Square,80.0,4.34321104510738,45.0,3.89415730337079,40.0,4.27742047026279,69397.0,67317,37.4,Food & Drink,Adults / Professionals (25 to 45),Relaxed,Yes,No,81.88
641fcaf1,"Chicago, IL - Spits, Sips & Smokes Tour",https://www.eventbrite.com/e/chicago-il-spits-sips-smokes-tour-tickets-687400131297,2025-11-09 23:00:00,2025-11-09 23:00:00,2025-11-10 03:00:00,2025-11-10 03:00:00,Single-Day-Ranged,240.0,Evening,6,,"312 N Wacker Dr, Chicago, IL 60601, USA",60601,41.877936,-87.634818,Chicago Loop,80.0,4.32822515838457,40.0,3.82660256410256,40.0,4.34768441308531,121294.0,16398,31.8,Performing & Visual Arts,Adults / Professionals (25 to 45),Relaxed,No,Yes,25.5
223e0cc5,Class! With Sara Benincasa & Chad the Bird,https://www.eventbrite.com/e/class-with-sara-benincasa-chad-the-bird-tickets-1116588178299,2025-09-18 00:00:00,2025-09-18 00:00:00,2025-09-18 01:30:00,2025-09-18 01:30:00,Single-Day-Ranged,90.0,Evening,2,,"2040 N Milwaukee Ave, Chicago, IL 60647, USA",60647,41.9183341,-87.6901171,Logan Square,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,Yes,12.33
c8d2b7a4,Slumber Party! A Comedy Show for Gossip Lovers,https://www.eventbrite.com/e/slumber-party-a-comedy-show-for-gossip-lovers-tickets-925511298207,2025-08-17 01:30:00,2025-08-17 01:30:00,,,Single-Day-Instant,,Night,5,Summer,"2040 N Milwaukee Ave, Chicago, IL 60647, USA",60647,41.9183341,-87.6901171,Logan Square,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Performing & Visual Arts,Young Adults (18 to 30),Relaxed,No,No,17.98
be50ce94,the kates,https://www.eventbrite.com/e/the-kates-tickets-1131255398349,2025-08-01 23:30:00,2025-08-01 23:30:00,2025-08-02 01:00:00,2025-08-02 01:00:00,Single-Day-Ranged,90.0,Evening,4,Summer,"2040 N Milwaukee Ave, Chicago, IL 60647, USA",60647,41.9183341,-87.6901171,Logan Square,74.0,4.57011259336331,35.0,3.58208955223881,40.0,4.66592224979322,97550.0,85685,32.7,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,Yes,17.98
51c8373b,Open Cabaret,https://www.eventbrite.com/e/open-cabaret-tickets-1035047203047,2025-08-26 23:30:00,2025-08-26 23:30:00,2025-08-27 01:30:00,2025-08-27 01:30:00,Single-Day-Ranged,120.0,Evening,1,Summer,"956 W Newport Ave, Chicago, IL 60657, USA",60657,41.9446298,-87.6539594,Lake View East,80.0,4.46618556701031,44.0,3.53125,40.0,4.28359009866713,105428.0,71192,30.9,Performing & Visual Arts,None,None,No,No,28.52
25194696,The Nudie Nubie Show: An Amateur Reveal,https://www.eventbrite.com/e/the-nudie-nubie-show-an-amateur-reveal-tickets-1258585526189,2025-09-14 01:30:00,2025-09-14 01:30:00,2025-09-14 03:00:00,2025-09-14 03:00:00,Single-Day-Ranged,90.0,Night,5,,"956 W Newport Ave, Chicago, IL 60657, USA",60657,41.9446298,-87.6539594,Lake View East,80.0,4.46618556701031,44.0,3.53125,40.0,4.28359009866713,105428.0,71192,30.9,Performing & Visual Arts,Adults / Professionals (25 to 45),High-Energy,No,Yes,23.18
7dcd00ee,Domingo Delicioso Drag Brunch,https://www.eventbrite.com/e/domingo-delicioso-drag-brunch-tickets-1073547743199,2025-09-14 17:00:00,2025-09-14 17:00:00,2025-09-14 19:00:00,2025-09-14 19:00:00,Single-Day-Ranged,120.0,Afternoon,6,,"960 W 18th St, Chicago, IL 60608, USA",60608,41.8582389,-87.6510506,Lower West Side,49.0,4.45345785440613,25.0,3.31261261261261,40.0,4.68520848310568,66821.0,82749,34.1,Food & Drink,Young Adults (18 to 30),High-Energy,No,Yes,23.18
0b3254c5,Atlanta OMG Food Fest,https://www.eventbrite.com/e/atlanta-omg-food-fest-tickets-1218617711379,2025-08-09 18:00:00,2025-08-09 18:00:00,2025-08-10 02:00:00,2025-08-10 02:00:00,Single-Day-Ranged,480.0,Afternoon,5,Summer,"1380 Atlantic Dr NW, Atlanta, GA 30363, USA",30363,33.7924983,-84.3965182,Atlantic Station,52.0,4.19564832287134,37.0,3.38480392156863,40.0,4.15890783656415,103879.0,3277,33.2,Food & Drink,Young Adults (18 to 30),High-Energy,Yes,Yes,7.97
556586b3,Atlanta Summer Halal Food Fest,https://www.eventbrite.com/e/atlanta-summer-halal-food-fest-tickets-1298540151549,2025-07-19 16:00:00,2025-07-19 16:00:00,2025-07-19 23:00:00,2025-07-19 23:00:00,Single-Day-Ranged,420.0,Afternoon,5,Summer,"221 20th St, Atlanta, GA 30363, USA",30363,33.7946536,-84.3952684,Atlantic Station,52.0,4.19564832287134,37.0,3.38480392156863,40.0,4.15890783656415,103879.0,3277,33.2,Food & Drink,Families with Children,Relaxed,Yes,No,13.56
2e0b46a5,DEEP DISH  | Friday July 18th 2025  | District Atlanta,https://www.eventbrite.com/e/deep-dish-friday-july-18th-2025-district-atlanta-tickets-1299935695659,2025-07-19 02:00:00,2025-07-19 02:00:00,2025-07-19 05:00:00,2025-07-19 05:00:00,Multi-Day,180.0,Night,4,Summer,"269 Armour Dr NE, Atlanta, GA 30324, USA",30324,33.81211,-84.3786098,Buckhead,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,No,Yes,35.01
4cb10313,BSIS BATON TRAINING,https://www.eventbrite.com/e/bsis-baton-training-tickets-810821267237,2025-08-07 19:00:00,2025-08-07 19:00:00,2025-08-08 01:00:00,2025-08-08 01:00:00,Single-Day-Ranged,360.0,Afternoon,3,Summer,"18429 S Avalon Blvd, Carson, CA 90746, USA",90746,33.8622213,-118.266595,,30.0,3.604,23.0,3.56335877862595,40.0,4.6,109596.0,27643,43.6,School Activities,Adults / Professionals (25 to 45),Educational,No,No,55.2
b64b3e2d,Joychella 2025,https://www.eventbrite.com/e/joychella-2025-tickets-1295383780759,2025-08-01 16:00:00,2025-08-01 16:00:00,2025-08-01 19:00:00,2025-08-01 19:00:00,Single-Day-Ranged,180.0,Afternoon,4,Summer,"John D. Milner Athletic Complex, 3009 Randall St, East Point, GA 30344, USA",30344,33.6732074,-84.4353186,,29.0,4.21650789033525,26.0,3.67728813559322,40.0,4.3980463980464,58710.0,35302,34.7,Community,Families with Children,High-Energy,Yes,Yes,10.0
046ef5f5,BELTRAN + CHASEWEST | Friday July  25th 2025  | District Atlanta,https://www.eventbrite.com/e/beltran-chasewest-friday-july-25th-2025-district-atlanta-tickets-1312909249909,2025-07-26 02:00:00,2025-07-26 02:00:00,2025-07-26 05:00:00,2025-07-26 05:00:00,Multi-Day,180.0,Night,4,Summer,"269 Armour Dr NE, Atlanta, GA 30324, USA",30324,33.81211,-84.3786098,Buckhead,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,No,Yes,29.32
34f8277c,RnB in the Park Atlanta Vendor Registration,https://www.eventbrite.com/e/rnb-in-the-park-atlanta-vendor-registration-tickets-1054563581059,2025-07-19 18:00:00,2025-07-19 18:00:00,2025-07-20 02:00:00,2025-07-20 02:00:00,Single-Day-Ranged,480.0,Afternoon,5,Summer,"1320 Monroe Dr NE, Atlanta, GA 30306, USA",30306,33.7878823,-84.3722031,,49.0,4.5162781327347,30.0,3.3125,40.0,4.56843313564186,120679.0,24493,38.3,Music,Young Adults (18 to 30),High-Energy,No,Yes,321.96
24f9cd9a,8th Annual Florida Day In Atlanta,https://www.eventbrite.com/e/8th-annual-florida-day-in-atlanta-tickets-1236128496609,2025-07-26 01:00:00,2025-07-26 01:00:00,2025-07-28 02:00:00,2025-07-28 02:00:00,Multi-Day,2940.0,Night,4,Summer,"3535 Peachtree Rd Suite 520, Atlanta, GA 30326, USA",30326,33.8513685,-84.3582843,Buckhead,70.0,4.37247197038785,41.0,3.72727272727273,40.0,4.35115525352849,110208.0,8379,34.0,Music,Adults / Professionals (25 to 45),High-Energy,Yes,Yes,29.81
79f9589f,"UPTOWN LIVE PRESENTS : The Shell of a Man, A Unscripted Stage Play",https://www.eventbrite.com/e/uptown-live-presents-the-shell-of-a-man-a-unscripted-stage-play-tickets-1300177739619,2025-07-20 19:00:00,2025-07-20 19:00:00,2025-07-20 22:00:00,2025-07-20 22:00:00,Single-Day-Ranged,180.0,Afternoon,6,Summer,"1155 Virginia Ave, Hapeville, GA 30354, USA",30354,33.6592636,-84.4281387,,4.0,4.38839285714286,21.0,3.15714285714286,40.0,3.61278538812785,51424.0,15002,35.1,Performing & Visual Arts,None,None,No,Yes,33.47
f7bfba1e,"Iris Presents: Sanzu @ Wish Lounge | Fri, July 18th!",https://www.eventbrite.com/e/iris-presents-sanzu-wish-lounge-fri-july-18th-tickets-1205109788819,2025-07-19 02:00:00,2025-07-19 02:00:00,2025-07-19 05:00:00,2025-07-19 05:00:00,Multi-Day,180.0,Night,4,Summer,"181 Ralph David Abernathy Blvd, Atlanta, GA 30312, USA",30312,33.7370465,-84.3937309,Mechanicsville,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),High-Energy,No,No,16.75
119b07f0,On the Brink of Breathing,https://www.eventbrite.com/e/on-the-brink-of-breathing-tickets-1352977695709,2025-07-19 16:00:00,2025-07-19 16:00:00,2025-07-19 20:00:00,2025-07-19 20:00:00,Single-Day-Ranged,240.0,Afternoon,5,Summer,"3335 M.L.K. Jr Dr SW, Atlanta, GA 30331, USA",30331,33.7556337,-84.4969043,Adamsville,7.0,4.09239742558327,5.0,3.53846153846154,40.0,3.94925373134328,60748.0,64295,37.7,Spirituality,Adults / Professionals (25 to 45),Spiritual,No,Yes,71.21
d1515501,"Iris Presents: Mad Dubz @ Wish Lounge | Fri, July 25th!",https://www.eventbrite.com/e/iris-presents-mad-dubz-wish-lounge-fri-july-25th-tickets-1302170349569,2025-07-26 02:00:00,2025-07-26 02:00:00,2025-07-26 05:00:00,2025-07-26 05:00:00,Multi-Day,180.0,Night,4,Summer,"181 Ralph David Abernathy Blvd, Atlanta, GA 30312, USA",30312,33.7370465,-84.3937309,Mechanicsville,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),High-Energy,No,Yes,16.75
e3ace330,RnB Wing Festival,https://www.eventbrite.com/e/rnb-wing-festival-tickets-1255415003069,2025-08-16 20:00:00,2025-08-16 20:00:00,2025-08-17 01:00:00,2025-08-17 01:00:00,Single-Day-Ranged,300.0,Afternoon,5,Summer,"550 Mitchell St SW, Atlanta, GA 30313, USA",30313,33.7534351,-84.4050137,Atlanta University Center,69.0,4.19230548016608,45.0,3.86207524271845,40.0,4.14619458000208,64514.0,12119,21.8,Food & Drink,Young Adults (18 to 30),High-Energy,No,Yes,27.41
b55720ca,SASHA  | December 12th 2025  | District Atlanta,https://www.eventbrite.com/e/sasha-december-12th-2025-district-atlanta-tickets-1315116903059,2025-07-13 02:00:00,2025-07-13 02:00:00,2025-12-13 06:00:00,2025-12-13 06:00:00,Multi-Day,220560.0,Night,5,Summer,"269 Armour Dr NE, Atlanta, GA 30324, USA",30324,33.81211,-84.3786098,Buckhead,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,No,No,35.01
4e3eeba4,Bourbon & Blues Wednesday Night Live,https://www.eventbrite.com/e/bourbon-blues-wednesday-night-live-tickets-1353955991819,2025-08-07 00:00:00,2025-08-07 00:00:00,2025-08-07 05:00:00,2025-08-07 05:00:00,Multi-Day,300.0,Evening,2,Summer,"495 Flat Shoals Ave SE, Atlanta, GA 30316, USA",30316,33.7404569,-84.3459906,East Atlanta,27.0,3.50435123480988,25.0,4.42633053221289,40.0,3.86809523809524,91135.0,33773,36.5,Music,Young Adults (18 to 30),High-Energy,No,No,12.51
330158e5,"All Cops Ain't Bad Comedy Show, Headlining Daryll Triplett",https://www.eventbrite.com/e/all-cops-aint-bad-comedy-show-headlining-daryll-triplett-tickets-1225818920389,2025-07-18 23:30:00,2025-07-18 23:30:00,2025-07-19 01:30:00,2025-07-19 01:30:00,Single-Day-Ranged,120.0,Evening,4,Summer,"1155 Virginia Ave, Hapeville, GA 30354, USA",30354,33.6592636,-84.4281387,,4.0,4.38839285714286,21.0,3.15714285714286,40.0,3.61278538812785,51424.0,15002,35.1,Performing & Visual Arts,Young Adults (18 to 30),High-Energy,No,Yes,25.0
9a19d3f1,Comic Camp,https://www.eventbrite.com/e/comic-camp-tickets-1338554445379,2025-07-21 05:00:00,2025-07-21 05:00:00,2025-07-25 20:00:00,2025-07-25 20:00:00,Multi-Day,6660.0,Night,0,Summer,"1050 Ralph David Abernathy Blvd SW, Atlanta, GA 30310, USA",30310,33.7376324,-84.4222606,West End,42.0,3.93703070924782,34.0,2.67714285714286,40.0,3.94033613445378,45641.0,25847,36.0,Hobbies,Teens / High School Students,Educational,Yes,Yes,300.0
7bf5be74,"Westside Market-Midtown, Atlanta, GA hosting Silhouettes by Edward Casey",https://www.eventbrite.com/e/westside-market-midtown-atlanta-ga-hosting-silhouettes-by-edward-casey-tickets-1259105742169,2025-10-05 17:00:00,2025-10-05 17:00:00,2025-10-05 20:00:00,2025-10-05 20:00:00,Single-Day-Ranged,180.0,Afternoon,6,,"1530 Ellsworth Industrial Blvd NW, Atlanta, GA 30318, USA",30318,33.7969853,-84.4274701,Blandtown,0.0,0.0,15.0,3.0,40.0,3.8818858560794,69640.0,59559,30.6,Performing & Visual Arts,Families with Children,Relaxed,No,Yes,13.62
fbfa8026,In-person class: Fresh Pasta 101 (Atlanta),https://www.eventbrite.com/e/in-person-class-fresh-pasta-101-atlanta-tickets-1114833179049,2025-07-27 20:00:00,2025-07-27 20:00:00,2025-07-27 22:00:00,2025-07-27 22:00:00,Single-Day-Ranged,120.0,Afternoon,6,Summer,"1279 Seaboard Industrial Blvd NW, Atlanta, GA 30318, USA",30318,33.8077044,-84.4298716,Buckhead,0.0,0.0,15.0,3.0,40.0,3.8818858560794,69640.0,59559,30.6,Food & Drink,Adults / Professionals (25 to 45),Relaxed,No,No,64.8
a0cbf393,SouthEast Crab Feast- Atlanta (GA),https://www.eventbrite.com/e/southeast-crab-feast-atlanta-ga-tickets-1312324450759,2025-07-19 20:00:00,2025-07-19 20:00:00,,,Single-Day-Instant,,Afternoon,5,Summer,"923 Valley Brook Rd, Decatur, GA 30033, USA",30033,33.8060686,-84.2673602,Greater Valley Brook,24.0,3.8655814282681,23.0,3.70206611570248,40.0,3.74492355938847,105260.0,30971,39.1,Food & Drink,Families with Children,Relaxed,Yes,Yes,19.4
1282b1f6,Crypto Coin Day 7/20,https://www.eventbrite.com/e/crypto-coin-day-720-tickets-981255109447,2025-07-20 19:00:00,2025-07-20 19:00:00,2025-07-21 05:00:00,2025-07-21 05:00:00,Multi-Day,600.0,Afternoon,6,Summer,"182 Courtland St NE, Atlanta, GA 30303, USA",30303,33.7592928,-84.3843688,Peachtree Center,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Science & Tech,Young Adults (18 to 30),High-Energy,Yes,Yes,107.48
86148115,"Iris Presents: Funtcase X Phaseone @ Believe Music Hall | Sat, July 26th!",https://www.eventbrite.com/e/iris-presents-funtcase-x-phaseone-believe-music-hall-sat-july-26th-tickets-1343053672689,2025-07-27 02:00:00,2025-07-27 02:00:00,2025-07-27 05:00:00,2025-07-27 05:00:00,Multi-Day,180.0,Night,5,Summer,"181 Ralph David Abernathy Blvd, Atlanta, GA 30312, USA",30312,33.7370465,-84.3937309,Mechanicsville,38.0,4.42732688418867,40.0,3.49090909090909,40.0,4.38981652181547,70540.0,26263,32.1,Music,Young Adults (18 to 30),High-Energy,No,Yes,24.05
50eb1f2b,Rewind | 1990s to Early 2010s Party,https://www.eventbrite.com/e/rewind-1990s-to-early-2010s-party-tickets-1249786568269,2025-07-20 20:00:00,2025-07-20 20:00:00,2025-07-21 01:00:00,2025-07-21 01:00:00,Single-Day-Ranged,300.0,Afternoon,6,Summer,"269 Armour Dr NE, Atlanta, GA 30324, USA",30324,33.81211,-84.3786098,Buckhead,48.0,3.9201906779661,37.0,3.1831715210356,40.0,4.0812528370404,90455.0,29299,34.7,Music,Young Adults (18 to 30),High-Energy,Yes,Yes,24.98
b419a64c,"Atlanta, GA:  Sex, Lies & Petty Sh!t (Poetry/Comedy Showcase)",https://www.eventbrite.com/e/atlanta-ga-sex-lies-petty-sht-poetrycomedy-showcase-tickets-1249550722849,2025-07-27 01:00:00,2025-07-27 01:00:00,2025-07-27 03:00:00,2025-07-27 03:00:00,Single-Day-Ranged,120.0,Night,5,Summer,"3535 Peachtree Rd Suite 520, Atlanta, GA 30326, USA",30326,33.8513685,-84.3582843,Buckhead,70.0,4.37247197038785,41.0,3.72727272727273,40.0,4.35115525352849,110208.0,8379,34.0,Performing & Visual Arts,Adults / Professionals (25 to 45),High-Energy,No,Yes,23.18
1c94a847,Friday and Saturday Exotic BYOB  Paint and Sip Atlanta,https://www.eventbrite.com/e/friday-and-saturday-exotic-byob-paint-and-sip-atlanta-tickets-1040022604607,2025-07-19 23:00:00,2025-07-19 23:00:00,2025-07-20 01:00:00,2025-07-20 01:00:00,Single-Day-Ranged,120.0,Evening,5,Summer,"1955 Campbellton Rd SW p 1955, Atlanta, GA 30311, USA",30311,33.7086047,-84.4531806,Venetian Hills,6.0,3.89627659574468,21.0,5.0,40.0,4.8859375,46988.0,32935,41.2,Hobbies,Young Adults (18 to 30),Relaxed,Yes,Yes,34.18
a6b513bb,"Westside Market-Toco Hill Atlanta, GA hosting Silhouettes by Edward Casey",https://www.eventbrite.com/e/westside-market-toco-hill-atlanta-ga-hosting-silhouettes-by-edward-casey-tickets-1259107718079,2025-12-07 17:00:00,2025-12-07 17:00:00,2025-12-07 20:00:00,2025-12-07 20:00:00,Single-Day-Ranged,180.0,Afternoon,6,,"2943 N Druid Hills Rd NE, Atlanta, GA 30329, USA",30329,33.8145362,-84.3119121,Toco Hills,34.0,4.23209332895169,30.0,3.37671957671958,40.0,4.19061224489796,69912.0,25986,30.4,Performing & Visual Arts,None,Relaxed,No,Yes,13.51
96f995d2,2025 Understanding Fair Housing: In-Person and Virtual Conference,https://www.eventbrite.com/e/2025-understanding-fair-housing-in-person-and-virtual-conference-registration-1297755304049,2025-08-07 17:00:00,2025-08-07 17:00:00,2025-08-08 21:00:00,2025-08-08 21:00:00,Multi-Day,1680.0,Afternoon,3,Summer,"77 Forsyth St SW, Atlanta, GA 30303, USA",30303,33.7528122,-84.3944884,South Downtown,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Government,Adults / Professionals (25 to 45),Educational,No,Yes,117.05
f749d50d,✨ Bonding Over Business Brunch: Raising Fibroid Awareness ✨,https://www.eventbrite.com/e/bonding-over-business-brunch-raising-fibroid-awareness-tickets-1351991144909,2025-09-27 18:00:00,2025-09-27 18:00:00,2025-09-27 22:00:00,2025-09-27 22:00:00,Single-Day-Ranged,240.0,Afternoon,5,,"75 John Wesley Dobbs Ave NE p 75, Atlanta, GA 30303, USA",30303,33.7568709,-84.3851694,Hotel District,80.0,4.21475997281545,42.0,3.6978021978022,40.0,3.95926420129623,-666666666.0,5974,22.0,Charity & Causes,Adults / Professionals (25 to 45),Professional,Yes,Yes,89.17
ec75540e,The Haus of Feratu Vampyre Fete: Ophidian's Labyrinth | ATL,https://www.eventbrite.com/e/the-haus-of-feratu-vampyre-fete-ophidians-labyrinth-atl-tickets-813594652507,2026-07-18 22:00:00,2026-07-18 22:00:00,,,Single-Day-Instant,,Evening,5,Summer,"817 W Peachtree St NW #208, Atlanta, GA 30308, USA",30308,33.7769118,-84.3868165,Midtown Atlanta,67.0,4.19116905759063,46.0,3.48707224334601,40.0,4.3449565679844,78429.0,23377,31.4,Fashion,Young Adults (18 to 30),High-Energy,Yes,Yes,76.54
